Zip,Median,Median_adjusted,Mean
12740,"7,836","8,777","9,622"
12741,"59,650","66,808","68,640"
12742,"40,440","45,293","53,078"
12743,"51,428","57,600","69,117"
12745,"53,498","59,918","65,436"
12746,"47,337","53,018","64,656"
12747,"45,286","50,721","53,716"
12748,"53,103","59,475","60,492"
12749,"43,952","49,226","48,555"
12750,"53,598","60,030","66,184"
12751,"40,625","45,500","51,938"
12752,"57,917","64,867","67,388"
12754,"34,529","38,672","54,671"
12758,"49,840","55,821","62,267"
12759,"39,992","44,792","48,027"
12760,"46,657","52,256","58,886"
12762,"48,411","54,221","55,283"
12763,"47,838","53,579","60,015"
12764,"56,077","62,806","66,722"
12766,"52,323","58,602","55,814"
12767,"59,650","66,808","68,640"
12768,"31,233","34,981","45,180"
12769,"59,519","66,661","73,118"
12770,"48,011","53,772","62,473"
12771,"49,523","55,466","65,523"
12775,"61,901","69,329","76,836"
12776,"50,438","56,491","60,894"
12777,"61,667","69,067","76,562"
12778,"55,638","62,315","66,187"
12779,"48,039","53,804","55,968"
12780,"45,682","51,164","57,257"
12781,"59,519","66,661","73,118"
12783,"48,571","54,400","56,786"
12784,"61,901","69,329","76,836"
12785,"52,585","58,895","65,062"
12786,"51,985","58,223","60,675"
12787,"48,763","54,615","59,861"
12788,"38,736","43,384","47,808"
12789,"44,265","49,577","53,923"
12790,"59,068","66,156","72,002"
12791,"52,045","58,291","55,790"
12792,"51,523","57,706","69,301"
12801,"42,849","47,991","53,054"
12803,"54,188","60,691","61,915"
12804,"63,476","71,093","75,104"
12808,"51,848","58,070","67,263"
12809,"61,667","69,068","65,715"
12810,"44,853","50,235","61,832"
12811,"40,391","45,238","47,583"
12812,"44,135","49,431","54,637"
12814,"57,500","64,400","66,466"
12815,"51,932","58,164","67,411"
12816,"51,268","57,420","60,866"
12817,"43,495","48,714","55,057"
12819,"41,800","46,816","52,870"
12821,"51,361","57,524","60,346"
12822,"50,199","56,223","56,412"
12823,"56,316","63,074","69,184"
12824,"56,503","63,283","67,571"
12827,"53,801","60,257","62,031"
12828,"49,862","55,845","54,971"
12831,"69,188","77,490","79,046"
12832,"47,353","53,035","54,950"
12833,"56,188","62,930","88,091"
12834,"56,801","63,617","69,744"
12835,"45,845","51,346","57,761"
12836,"51,346","57,507","66,788"
12837,"43,877","49,142","51,116"
12838,"62,500","70,000","67,958"
12839,"44,140","49,437","52,379"
12841,"41,800","46,816","52,870"
12842,"44,135","49,431","54,637"
12843,"40,391","45,238","47,583"
12844,"51,997","58,237","61,011"
12845,"58,345","65,347","73,043"
12846,"56,574","63,362","64,826"
12847,"55,223","61,850","66,013"
12849,"44,874","50,259","52,388"
12850,"56,452","63,226","65,114"
12851,"45,583","51,053","52,968"
12852,"45,583","51,053","52,968"
12853,"41,815","46,833","50,375"
12855,"45,424","50,875","52,864"
12856,"40,391","45,238","47,583"
12857,"45,069","50,477","52,856"
12858,"42,594","47,705","51,013"
12859,"59,588","66,739","67,833"
12860,"45,549","51,015","57,547"
12861,"41,800","46,816","52,870"
12862,"40,391","45,238","47,583"
12864,"44,135","49,431","54,637"
12865,"50,658","56,737","61,767"
12866,"62,848","70,390","79,881"
12870,"42,657","47,776","51,184"
12871,"58,494","65,513","70,599"
12872,"42,594","47,705","51,013"
12873,"50,316","56,354","61,224"
12874,"51,932","58,164","67,411"
12878,"44,853","50,235","61,832"
12883,"35,619","39,893","50,078"
12884,"52,531","58,835","60,403"
12885,"39,201","43,905","54,355"
12886,"40,391","45,238","47,583"
12887,"44,733","50,101","52,257"
12901,"42,031","47,075","51,225"
12903,"49,040","54,925","52,965"
12910,"41,858","46,881","49,214"
12911,"38,688","43,331","49,779"
12912,"53,583","60,013","66,408"
12913,"50,310","56,348","60,213"
12914,"38,618","43,253","49,139"
12916,"39,771","44,544","50,280"
12917,"42,055","47,101","52,405"
12918,"55,377","62,022","62,554"
12919,"50,833","56,933","59,523"
12920,"43,228","48,416","53,723"
12921,"54,792","61,367","60,852"
12922,"38,922","43,593","45,454"
12923,"44,556","49,903","51,852"
12924,"38,688","43,331","49,779"
12926,"40,693","45,577","51,118"
12927,"38,922","43,593","45,454"
12928,"53,369","59,773","62,554"
12929,"45,750","51,240","52,922"
12930,"37,519","42,021","45,564"
12932,"50,674","56,755","59,969"
12933,"44,556","49,903","51,852"
12934,"44,556","49,903","51,852"
12935,"43,206","48,391","50,595"
12936,"47,662","53,381","62,895"
12937,"38,559","43,186","49,133"
12939,"53,875","60,340","59,038"
12941,"51,623","57,818","73,493"
12942,"51,438","57,611","59,227"
12943,"51,438","57,611","59,227"
12944,"18,527","20,750","23,834"
12945,"39,164","43,864","54,153"
12946,"46,443","52,016","63,867"
12950,"47,625","53,340","62,931"
12952,"46,629","52,224","53,710"
12953,"41,765","46,777","54,785"
12955,"44,837","50,217","52,545"
12956,"40,169","44,989","51,922"
12957,"39,957","44,752","50,681"
12958,"40,944","45,857","48,489"
12959,"40,944","45,857","48,489"
12960,"40,169","44,989","51,922"
12961,"40,169","44,989","51,922"
12962,"57,226","64,093","66,174"
12964,"51,438","57,611","59,227"
12965,"41,528","46,511","49,438"
12966,"40,074","44,882","50,819"
12967,"41,503","46,483","49,435"
12969,"47,227","52,894","58,442"
12970,"53,514","59,935","58,737"
12972,"52,344","58,625","65,715"
12973,"38,922","43,593","45,454"
12974,"40,169","44,989","51,922"
12976,"53,875","60,340","59,038"
12977,"44,738","50,106","61,962"
12978,"56,516","63,298","62,576"
12979,"50,833","56,933","59,523"
12980,"37,956","42,511","45,855"
12981,"56,506","63,287","62,563"
12983,"44,646","50,003","57,852"
12985,"54,981","61,579","66,233"
12986,"47,141","52,798","56,160"
12987,"51,568","57,756","73,060"
12989,"53,875","60,340","59,038"
12992,"61,377","68,742","64,433"
12993,"50,337","56,377","59,415"
12996,"45,105","50,518","55,563"
12997,"49,960","55,955","60,329"
12998,"40,169","44,989","51,922"
13020,"68,947","77,221","81,348"
13021,"45,135","50,551","56,598"
13024,"28,147","31,525","35,097"
13026,"54,743","61,312","64,286"
13027,"65,388","73,235","77,622"
13028,"48,667","54,508","58,632"
13029,"65,747","73,637","72,815"
13030,"55,319","61,957","66,129"
13031,"61,986","69,424","74,708"
13032,"49,863","55,846","58,703"
13033,"50,344","56,385","59,206"
13034,"55,034","61,638","64,871"
13035,"68,722","76,968","90,936"
13036,"49,542","55,487","60,816"
13037,"57,807","64,744","64,986"
13039,"72,496","81,195","79,783"
13040,"47,119","52,773","58,561"
13041,"77,707","87,032","81,202"
13042,"50,755","56,845","59,196"
13044,"48,773","54,626","58,781"
13045,"43,715","48,961","55,390"
13051,"88,438","99,051","106,386"
13052,"47,994","53,753","56,858"
13053,"61,020","68,342","67,925"
13054,"52,631","58,947","61,232"
13057,"52,353","58,635","63,145"
13060,"65,452","73,307","69,366"
13061,"54,998","61,598","66,073"
13062,"64,375","72,100","90,094"
13063,"77,096","86,348","91,816"
13064,"45,500","50,960","51,666"
13066,"80,707","90,391","112,210"
13068,"57,048","63,894","67,332"
13069,"41,522","46,505","53,928"
13071,"54,130","60,626","63,455"
13072,"47,520","53,223","56,156"
13073,"56,656","63,455","69,793"
13074,"40,712","45,598","49,144"
13076,"56,596","63,388","65,285"
13077,"56,566","63,354","65,710"
13078,"81,789","91,604","105,197"
13080,"61,588","68,979","65,991"
13081,"54,130","60,626","63,455"
13082,"57,000","63,840","68,579"
13083,"31,286","35,041","41,268"
13084,"65,525","73,388","73,562"
13087,"50,448","56,502","63,697"
13088,"50,364","56,408","59,696"
13090,"67,537","75,642","77,124"
13092,"54,162","60,661","64,360"
13101,"50,954","57,068","61,850"
13102,"54,483","61,021","60,680"
13103,"51,488","57,667","58,677"
13104,"85,107","95,320","111,193"
13108,"62,228","69,696","74,339"
13110,"63,869","71,533","73,672"
13111,"45,146","50,563","51,816"
13112,"67,888","76,035","78,236"
13113,"52,324","58,603","61,656"
13114,"49,305","55,221","58,220"
13115,"63,611","71,244","88,824"
13116,"65,356","73,199","66,750"
13117,"53,255","59,646","59,620"
13118,"54,913","61,502","64,139"
13120,"31,029","34,753","34,600"
13122,"73,236","82,024","98,671"
13123,"52,761","59,092","59,594"
13124,"47,591","53,302","58,419"
13126,"46,877","52,503","58,351"
13131,"47,507","53,208","56,397"
13132,"52,344","58,626","62,622"
13134,"52,194","58,457","62,184"
13135,"52,952","59,307","66,008"
13136,"47,591","53,302","58,419"
13138,"88,438","99,051","106,386"
13140,"46,281","51,835","55,092"
13141,"55,740","62,429","71,462"
13142,"43,950","49,224","56,712"
13143,"42,890","48,037","52,667"
13144,"16,585","18,575","18,921"
13145,"44,201","49,505","58,535"
13146,"46,399","51,967","54,039"
13147,"59,678","66,840","70,972"
13148,"47,508","53,209","57,773"
13152,"75,256","84,286","113,555"
13153,"65,197","73,021","90,450"
13155,"47,591","53,302","58,419"
13156,"45,376","50,821","51,760"
13157,"52,761","59,092","59,594"
13158,"47,785","53,520","59,479"
13159,"65,006","72,807","80,580"
13160,"56,087","62,817","66,564"
13162,"52,631","58,947","61,232"
13163,"59,250","66,360","61,267"
13164,"70,876","79,381","79,325"
13165,"46,563","52,151","54,381"
13166,"49,303","55,219","59,112"
13167,"49,801","55,777","56,718"
13202,"14,319","16,038","23,181"
13203,"29,509","33,050","41,040"
13204,"25,653","28,732","32,885"
13205,"29,466","33,002","38,435"
13206,"41,095","46,026","48,459"
13207,"42,722","47,848","53,001"
13208,"29,888","33,475","39,943"
13209,"47,372","53,057","57,348"
13210,"23,759","26,610","37,458"
13211,"43,048","48,214","51,942"
13212,"53,848","60,310","63,132"
13214,"64,411","72,140","84,322"
13215,"71,865","80,489","89,392"
13219,"59,601","66,753","68,273"
13224,"57,498","64,398","73,752"
13301,"45,500","50,960","55,176"
13302,"28,337","31,738","33,697"
13303,"56,928","63,759","65,854"
13304,"67,171","75,231","75,865"
13305,"43,906","49,175","51,869"
13308,"52,157","58,416","58,781"
13309,"45,957","51,471","55,725"
13310,"52,315","58,593","63,358"
13312,"35,695","39,978","48,499"
13313,"42,760","47,891","52,064"
13314,"40,588","45,459","51,113"
13315,"46,975","52,612","55,688"
13316,"48,719","54,565","55,842"
13317,"49,256","55,167","55,332"
13318,"47,563","53,271","57,094"
13319,"68,210","76,396","94,010"
13320,"12,567","14,075","15,408"
13321,"48,666","54,506","79,323"
13322,"56,313","63,070","66,039"
13323,"58,077","65,046","77,938"
13324,"49,447","55,381","57,988"
13325,"41,719","46,725","49,516"
13326,"30,550","34,216","42,555"
13327,"10,248","11,477","12,106"
13328,"54,729","61,297","66,779"
13329,"42,081","47,131","49,479"
13331,"44,767","50,139","56,310"
13332,"47,787","53,522","58,880"
13334,"53,327","59,726","63,403"
13335,"48,221","54,008","56,849"
13337,"54,158","60,657","75,165"
13338,"46,149","51,687","50,016"
13339,"41,769","46,782","53,863"
13340,"44,687","50,049","53,149"
13341,"65,450","73,304","82,339"
13342,"48,221","54,008","56,849"
13343,"41,786","46,801","56,072"
13345,"36,345","40,706","49,607"
13346,"50,724","56,811","69,009"
13348,"44,838","50,219","60,826"
13350,"33,416","37,425","44,389"
13352,"68,897","77,165","77,395"
13353,"44,048","49,334","69,704"
13354,"63,653","71,292","71,825"
13355,"46,007","51,527","57,526"
13357,"46,032","51,555","53,833"
13360,"55,473","62,130","66,328"
13361,"42,152","47,211","50,594"
13362,"51,696","57,900","62,608"
13363,"52,255","58,525","57,125"
13364,"40,588","45,459","51,113"
13365,"41,327","46,286","53,519"
13367,"40,891","45,798","52,049"
13368,"38,613","43,246","48,297"
13402,"48,336","54,136","60,206"
13403,"60,112","67,325","69,490"
13404,"44,702","50,066","53,968"
13406,"49,327","55,246","57,188"
13407,"41,705","46,709","51,032"
13408,"54,199","60,703","64,641"
13409,"52,460","58,755","62,693"
13410,"40,929","45,840","50,323"
13411,"45,389","50,836","60,866"
13413,"60,097","67,308","80,743"
13415,"48,221","54,008","56,849"
13416,"49,321","55,239","57,168"
13417,"41,780","46,794","50,437"
13418,"40,588","45,459","51,113"
13420,"44,767","50,139","56,310"
13421,"46,963","52,599","57,802"
13424,"1,810","2,027","2,045"
13425,"51,435","57,607","62,382"
13428,"40,929","45,840","50,323"
13431,"49,872","55,856","58,168"
13433,"38,452","43,066","48,176"
13435,"68,897","77,165","77,395"
13436,"55,473","62,130","66,328"
13437,"4,376","4,901","5,194"
13438,"53,038","59,402","61,821"
13439,"42,447","47,540","51,627"
13440,"48,746","54,595","56,639"
13441,"6,191","6,934","7,138"
13450,"12,308","13,785","15,045"
13452,"37,346","41,828","44,337"
13454,"49,375","55,300","55,773"
13456,"59,809","66,986","72,144"
13459,"1,575","1,763","1,767"
13460,"46,640","52,237","60,401"
13461,"61,649","69,047","65,733"
13464,"47,399","53,087","59,447"
13469,"62,267","69,739","71,248"
13470,"42,683","47,805","49,121"
13471,"42,166","47,226","51,405"
13472,"44,767","50,139","56,310"
13473,"42,157","47,216","50,170"
13475,"45,943","51,456","57,380"
13476,"53,340","59,741","65,423"
13477,"51,523","57,706","64,022"
13478,"53,221","59,607","61,602"
13480,"50,139","56,156","59,963"
13483,"45,414","50,864","53,738"
13484,"54,648","61,206","65,191"
13485,"42,448","47,542","52,735"
13486,"58,327","65,327","68,320"
13488,"45,772","51,265","55,950"
13489,"42,287","47,361","50,160"
13490,"65,096","72,908","73,551"
13491,"47,523","53,226","56,762"
13492,"61,500","68,880","71,517"
13493,"23,572","26,400","28,030"
13494,"46,250","51,800","49,446"
13495,"38,315","42,913","47,229"
13501,"32,334","36,214","44,172"
13502,"41,948","46,982","48,463"
13601,"43,349","48,551","53,388"
13602,"35,767","40,059","37,863"
13603,"35,813","40,110","39,600"
13605,"53,015","59,377","64,109"
13606,"55,471","62,127","64,405"
13607,"41,639","46,635","53,303"
13608,"45,192","50,615","53,873"
13612,"48,618","54,452","63,132"
13613,"39,291","44,006","49,273"
13614,"46,528","52,111","61,947"
13615,"61,382","68,748","61,731"
13616,"44,791","50,166","54,875"
13617,"23,377","26,182","25,222"
13618,"50,734","56,822","64,372"
13619,"42,094","47,145","52,943"
13620,"42,526","47,629","50,843"
13621,"50,359","56,402","61,137"
13622,"51,866","58,090","64,918"
13623,"44,395","49,722","55,568"
13624,"49,804","55,780","61,628"
13625,"49,187","55,089","56,181"
13626,"46,772","52,384","57,978"
13628,"39,787","44,561","51,593"
13630,"40,506","45,366","48,081"
13633,"43,274","48,467","53,546"
13634,"53,876","60,341","60,897"
13635,"44,206","49,510","49,272"
13636,"41,908","46,937","51,553"
13637,"41,278","46,232","56,121"
13638,"48,696","54,540","63,296"
13639,"38,922","43,593","45,454"
13640,"43,266","48,458","54,954"
13641,"49,783","55,757","61,567"
13642,"43,269","48,462","51,885"
13643,"43,950","49,224","53,267"
13646,"45,238","50,667","58,086"
13647,"49,187","55,089","56,181"
13648,"34,173","38,274","39,345"
13650,"47,761","53,492","62,278"
13651,"50,750","56,840","67,757"
13652,"39,069","43,757","45,414"
13654,"47,853","53,596","57,095"
13655,"43,334","48,534","47,499"
13656,"46,113","51,647","56,953"
13658,"45,115","50,529","56,229"
13659,"45,830","51,329","56,049"
13660,"46,167","51,707","56,426"
13661,"41,945","46,978","51,779"
13662,"41,521","46,503","50,644"
13664,"46,528","52,111","61,947"
13665,"41,070","45,998","51,679"
13666,"38,922","43,593","45,454"
13667,"39,116","43,810","55,042"
13668,"42,071","47,120","55,111"
13669,"39,235","43,943","48,614"
13670,"38,922","43,593","45,454"
13672,"48,104","53,876","55,228"
13673,"41,289","46,244","56,037"
13674,"41,908","46,937","51,553"
13675,"40,981","45,899","52,636"
13676,"32,177","36,038","45,574"
13678,"37,224","41,691","53,909"
13679,"42,649","47,767","53,235"
13680,"49,695","55,659","55,729"
13681,"42,303","47,379","51,021"
13682,"60,212","67,437","72,498"
13684,"43,707","48,952","48,959"
13685,"52,861","59,204","60,775"
13687,"49,187","55,089","56,181"
13690,"38,922","43,593","45,454"
13691,"44,593","49,944","53,600"
13692,"49,783","55,757","61,567"
13693,"51,531","57,715","66,726"
13694,"46,404","51,972","56,444"
13695,"38,922","43,593","45,454"
13696,"39,140","43,837","49,189"
13697,"39,399","44,127","49,216"
13730,"40,727","45,614","50,236"
13731,"37,629","42,144","56,274"
13732,"68,092","76,263","77,228"
13733,"45,377","50,822","53,800"
13734,"45,346","50,787","53,315"
13736,"49,365","55,288","57,229"
13739,"45,128","50,544","51,905"
13740,841,942,"1,022"
13743,"49,207","55,111","57,974"
13744,"57,534","64,438","69,929"
13746,"49,413","55,343","60,101"
