Zip,Median,Median_adjusted,Mean,Pop
12435,"47,813","53,551","58,208",315
12436,"35,286","39,520","43,167",624
12438,"45,461","50,916","53,354",104
12439,"43,259","48,450","54,024",302
12440,"67,414","75,504","81,922","2,086"
12441,"47,072","52,721","57,576",123
12442,"37,162","41,622","46,960",974
12443,"70,824","79,323","91,055","3,880"
12444,"42,656","47,775","58,063",529
12446,"54,539","61,083","61,423","4,835"
12448,"60,089","67,300","90,820",452
12449,"51,943","58,176","67,579","3,370"
12450,"35,286","39,520","43,167",200
12451,"40,910","45,819","59,779","1,437"
12452,"42,656","47,775","58,063",216
12453,"56,336","63,096","72,364",390
12454,"43,233","48,421","53,489",294
12455,"45,253","50,684","53,657","2,174"
12456,"53,705","60,150","73,654",586
12457,"50,272","56,305","71,756",877
12458,"50,798","56,894","59,074","3,248"
12459,"45,882","51,388","53,587",205
12460,"49,961","55,956","56,116",348
12461,"53,553","59,979","82,596","1,675"
12463,"38,445","43,058","60,104","1,564"
12464,"43,467","48,683","58,541","1,162"
12465,"48,275","54,068","60,727",318
12466,"62,875","70,420","73,425","2,394"
12468,"44,002","49,282","54,666","1,029"
12469,"60,515","67,777","66,308",720
12470,"42,083","47,133","50,468",510
12471,"67,303","75,379","84,728",234
12472,"56,997","63,837","69,160","1,552"
12473,"42,083","47,133","50,468",758
12474,"53,308","59,705","57,690","1,174"
12475,"56,622","63,416","73,343",351
12477,"55,247","61,877","71,384","19,409"
12480,"43,836","49,096","58,736",601
12481,"53,553","59,979","82,596","1,503"
12482,"42,289","47,364","64,095",743
12483,"50,209","56,234","61,037",332
12484,"81,391","91,158","97,782","2,773"
12485,"35,286","39,520","43,167",780
12486,"54,844","61,425","70,223","1,663"
12487,"66,903","74,932","83,707","3,246"
12489,"52,789","59,124","61,608",586
12490,"56,336","63,096","72,364",95
12491,"66,125","74,060","83,057","1,715"
12492,"42,656","47,775","58,063",281
12493,"67,303","75,379","84,728",498
12494,"53,553","59,979","82,596",817
12495,"60,089","67,300","90,820",272
12496,"43,233","48,421","53,489","1,618"
12498,"60,921","68,232","86,527","5,020"
12501,"46,316","51,874","70,449","2,234"
12502,"63,828","71,487","88,555","1,055"
12503,"59,844","67,025","85,130",734
12504,"61,250","68,600","78,492",961
12507,"61,250","68,600","78,492",226
12508,"59,870","67,054","64,963","19,504"
12512,"70,000","78,400","92,060",166
12513,"52,857","59,200","78,372",732
12514,"77,190","86,453","101,915","2,791"
12515,"57,001","63,841","69,517","1,381"
12516,"68,886","77,153","104,991","1,690"
12517,"68,929","77,200","105,085",421
12518,"75,280","84,313","94,155","5,882"
12520,"83,233","93,221","100,218","3,193"
12521,"63,482","71,100","93,115","1,516"
12522,"60,821","68,120","74,118","5,244"
12523,"55,006","61,607","71,717","1,665"
12524,"69,062","77,350","78,091","11,904"
12525,"79,216","88,722","94,264","3,018"
12526,"56,052","62,778","76,084","3,597"
12527,"65,583","73,453","72,945",163
12528,"61,291","68,646","77,797","12,373"
12529,"54,579","61,129","92,372","2,649"
12530,"52,857","59,200","78,372",162
12531,"94,979","106,376","107,909","3,411"
12533,"95,653","107,131","112,999","22,335"
12534,"43,950","49,224","61,726","18,812"
12538,"68,602","76,835","81,616","14,063"
12540,"89,946","100,739","106,912","7,009"
12542,"63,864","71,527","78,159","5,468"
12543,"67,082","75,132","69,663","3,131"
12545,"62,676","70,197","95,788","4,724"
12546,"57,569","64,477","70,155","3,005"
12547,"63,344","70,945","77,675","2,776"
12548,"55,703","62,388","67,273","1,492"
12549,"74,230","83,137","83,234","8,981"
12550,"55,352","61,995","68,517","52,212"
12553,"72,767","81,499","82,683","22,087"
12561,"63,333","70,932","82,856","16,872"
12563,"82,870","92,815","96,541","7,639"
12564,"74,941","83,934","101,434","6,365"
12565,"52,857","59,200","78,372","1,585"
12566,"77,388","86,675","85,040","10,103"
12567,"60,962","68,277","74,749","2,844"
12569,"87,412","97,901","100,172","9,396"
12570,"88,127","98,702","101,334","6,362"
12571,"72,020","80,662","88,011","11,549"
12572,"67,659","75,778","95,402","9,390"
12574,"62,917","70,467","85,640",196
12575,"89,614","100,367","96,766","2,171"
12577,"83,153","93,132","94,584","2,342"
12578,"85,523","95,786","99,917","2,241"
12580,"73,532","82,356","96,701","4,058"
12581,"67,132","75,187","86,298","2,361"
12582,"94,916","106,306","115,812","4,049"
12583,"64,982","72,780","81,869","2,304"
12585,"82,278","92,151","99,885",774
12586,"65,019","72,821","74,133","11,348"
12589,"72,921","81,671","82,497","13,881"
12590,"77,749","87,079","87,930","33,400"
12592,"45,834","51,334","70,624","1,286"
12594,"69,058","77,344","77,505","4,047"
12601,"47,533","53,237","60,335","42,242"
12603,"79,125","88,620","90,410","40,048"
12604,"78,448","87,862","80,617",542
12701,"33,985","38,063","47,488","11,376"
12719,"51,122","57,256","68,521","1,076"
12720,"55,659","62,338","66,198",214
12721,"63,712","71,358","75,558","5,779"
12722,"58,125","65,100","69,905",179
12723,"54,346","60,867","66,459","1,893"
12724,"52,182","58,444","55,567",264
12725,"29,960","33,556","37,847",170
12726,"57,405","64,294","67,130","1,183"
12729,"47,321","53,000","61,871","1,949"
12732,"51,416","57,585","69,092",817
12733,"47,339","53,019","56,544","1,023"
12734,"40,170","44,990","52,759",840
12736,"59,650","66,808","68,640",150
12737,"48,011","53,772","62,473","1,471"
12738,"54,998","61,597","68,203",345
12740,"7,836","8,777","9,622",302
12741,"59,650","66,808","68,640",304
12742,"40,440","45,293","53,078",209
12743,"51,428","57,600","69,117",370
12745,"53,498","59,918","65,436",156
12746,"47,337","53,018","64,656",930
12747,"45,286","50,721","53,716","1,727"
12748,"53,103","59,475","60,492","2,154"
12749,"43,952","49,226","48,555",394
12750,"53,598","60,030","66,184",199
12751,"40,625","45,500","51,938",458
12752,"57,917","64,867","67,388",177
12754,"34,529","38,672","54,671","6,715"
12758,"49,840","55,821","62,267","4,142"
12759,"39,992","44,792","48,027","1,751"
12760,"46,657","52,256","58,886",543
12762,"48,411","54,221","55,283",435
12763,"47,838","53,579","60,015",872
12764,"56,077","62,806","66,722","1,664"
12766,"52,323","58,602","55,814",477
12767,"59,650","66,808","68,640",101
12768,"31,233","34,981","45,180",911
12769,"59,519","66,661","73,118",275
12770,"48,011","53,772","62,473",274
12771,"49,523","55,466","65,523","13,856"
12775,"61,901","69,329","76,836","1,538"
12776,"50,438","56,491","60,894","2,166"
12777,"61,667","69,067","76,562",772
12778,"55,638","62,315","66,187",694
12779,"48,039","53,804","55,968","1,889"
12780,"45,682","51,164","57,257","2,255"
12781,"59,519","66,661","73,118",309
12783,"48,571","54,400","56,786","1,901"
12784,"61,901","69,329","76,836",58
12785,"52,585","58,895","65,062","1,056"
12786,"51,985","58,223","60,675",579
12787,"48,763","54,615","59,861",345
12788,"38,736","43,384","47,808","3,053"
12789,"44,265","49,577","53,923","1,652"
12790,"59,068","66,156","72,002","4,289"
12791,"52,045","58,291","55,790",652
12792,"51,523","57,706","69,301",254
12801,"42,849","47,991","53,054","14,370"
12803,"54,188","60,691","61,915","7,036"
12804,"63,476","71,093","75,104","23,957"
12808,"51,848","58,070","67,263",335
12809,"61,667","69,068","65,715","3,373"
12810,"44,853","50,235","61,832",644
12811,"40,391","45,238","47,583",117
12812,"44,135","49,431","54,637",160
12814,"57,500","64,400","66,466","1,519"
12815,"51,932","58,164","67,411",905
12816,"51,268","57,420","60,866","4,634"
12817,"43,495","48,714","55,057","2,146"
12819,"41,800","46,816","52,870",398
12821,"51,361","57,524","60,346","2,022"
12822,"50,199","56,223","56,412","5,788"
12823,"56,316","63,074","69,184",201
12824,"56,503","63,283","67,571",755
12827,"53,801","60,257","62,031","3,826"
12828,"49,862","55,845","54,971","8,455"
12831,"69,188","77,490","79,046","14,408"
12832,"47,353","53,035","54,950","7,035"
12833,"56,188","62,930","88,091","4,053"
12834,"56,801","63,617","69,744","6,548"
12835,"45,845","51,346","57,761","2,647"
12836,"51,346","57,507","66,788",697
12837,"43,877","49,142","51,116",812
12838,"62,500","70,000","67,958",563
12839,"44,140","49,437","52,379","12,046"
12841,"41,800","46,816","52,870",129
12842,"44,135","49,431","54,637","1,260"
12843,"40,391","45,238","47,583",608
12844,"51,997","58,237","61,011",236
12845,"58,345","65,347","73,043","4,974"
12846,"56,574","63,362","64,826","3,167"
12847,"55,223","61,850","66,013",730
12849,"44,874","50,259","52,388",322
12850,"56,452","63,226","65,114","2,249"
12851,"45,583","51,053","52,968",348
12852,"45,583","51,053","52,968",481
12853,"41,815","46,833","50,375","1,655"
12855,"45,424","50,875","52,864",282
12856,"40,391","45,238","47,583",221
12857,"45,069","50,477","52,856",496
12858,"42,594","47,705","51,013",47
12859,"59,588","66,739","67,833","2,009"
12860,"45,549","51,015","57,547","1,154"
12861,"41,800","46,816","52,870",644
12862,"40,391","45,238","47,583",27
12864,"44,135","49,431","54,637",47
12865,"50,658","56,737","61,767","3,562"
12866,"62,848","70,390","79,881","34,669"
12870,"42,657","47,776","51,184","1,678"
12871,"58,494","65,513","70,599","3,627"
12872,"42,594","47,705","51,013",11
12873,"50,316","56,354","61,224",741
12874,"51,932","58,164","67,411",179
12878,"44,853","50,235","61,832",675
12883,"35,619","39,893","50,078","5,138"
12884,"52,531","58,835","60,403",360
12885,"39,201","43,905","54,355","4,710"
12886,"40,391","45,238","47,583",389
12887,"44,733","50,101","52,257","5,899"
12901,"42,031","47,075","51,225","27,169"
12903,"49,040","54,925","52,965",88
12910,"41,858","46,881","49,214","2,464"
12911,"38,688","43,331","49,779",35
12912,"53,583","60,013","66,408","2,114"
12913,"50,310","56,348","60,213",994
12914,"38,618","43,253","49,139",919
12916,"39,771","44,544","50,280","2,028"
12917,"42,055","47,101","52,405","1,334"
12918,"55,377","62,022","62,554","2,269"
12919,"50,833","56,933","59,523","2,995"
12920,"43,228","48,416","53,723","2,670"
12921,"54,792","61,367","60,852","2,405"
12922,"38,922","43,593","45,454",61
12923,"44,556","49,903","51,852",625
12924,"38,688","43,331","49,779",141
12926,"40,693","45,577","51,118","2,054"
12927,"38,922","43,593","45,454",272
12928,"53,369","59,773","62,554","2,115"
12929,"45,750","51,240","52,922","4,127"
12930,"37,519","42,021","45,564",614
12932,"50,674","56,755","59,969","1,372"
12933,"44,556","49,903","51,852",1
12934,"44,556","49,903","51,852","1,028"
12935,"43,206","48,391","50,595","1,852"
12936,"47,662","53,381","62,895",618
12937,"38,559","43,186","49,133","1,529"
12939,"53,875","60,340","59,038",167
12941,"51,623","57,818","73,493","1,286"
12942,"51,438","57,611","59,227",611
12943,"51,438","57,611","59,227",450
12944,"18,527","20,750","23,834","1,951"
12945,"39,164","43,864","54,153",669
12946,"46,443","52,016","63,867","5,079"
12950,"47,625","53,340","62,931",710
12952,"46,629","52,224","53,710",600
12953,"41,765","46,777","54,785","16,245"
12955,"44,837","50,217","52,545",390
12956,"40,169","44,989","51,922","1,495"
12957,"39,957","44,752","50,681","1,626"
12958,"40,944","45,857","48,489","1,806"
12959,"40,944","45,857","48,489","1,344"
12960,"40,169","44,989","51,922","1,141"
12961,"40,169","44,989","51,922",101
12962,"57,226","64,093","66,174","5,499"
12964,"51,438","57,611","59,227",188
12965,"41,528","46,511","49,438",465
12966,"40,074","44,882","50,819","2,853"
12967,"41,503","46,483","49,435","1,035"
12969,"47,227","52,894","58,442",451
12970,"53,514","59,935","58,737","1,237"
12972,"52,344","58,625","65,715","5,688"
12973,"38,922","43,593","45,454",146
12974,"40,169","44,989","51,922","1,523"
12976,"53,875","60,340","59,038",238
12977,"44,738","50,106","61,962","2,197"
12978,"56,516","63,298","62,576",416
12979,"50,833","56,933","59,523","2,362"
12980,"37,956","42,511","45,855","1,385"
12981,"56,506","63,287","62,563","2,369"
12983,"44,646","50,003","57,852","6,975"
12985,"54,981","61,579","66,233","1,056"
12986,"47,141","52,798","56,160","6,326"
12987,"51,568","57,756","73,060",152
12989,"53,875","60,340","59,038","1,074"
12992,"61,377","68,742","64,433","4,586"
12993,"50,337","56,377","59,415","1,719"
12996,"45,105","50,518","55,563","1,955"
12997,"49,960","55,955","60,329","1,128"
12998,"40,169","44,989","51,922",532
13020,"68,947","77,221","81,348",132
13021,"45,135","50,551","56,598","40,004"
13024,"28,147","31,525","35,097","1,707"
13026,"54,743","61,312","64,286","1,874"
13027,"65,388","73,235","77,622","29,215"
13028,"48,667","54,508","58,632","1,394"
13029,"65,747","73,637","72,815","5,704"
13030,"55,319","61,957","66,129","3,963"
13031,"61,986","69,424","74,708","15,105"
13032,"49,863","55,846","58,703","11,983"
13033,"50,344","56,385","59,206","3,957"
13034,"55,034","61,638","64,871","2,038"
13035,"68,722","76,968","90,936","8,013"
13036,"49,542","55,487","60,816","8,510"
13037,"57,807","64,744","64,986","8,710"
13039,"72,496","81,195","79,783","14,777"
13040,"47,119","52,773","58,561","2,754"
13041,"77,707","87,032","81,202","9,758"
13042,"50,755","56,845","59,196","2,383"
13044,"48,773","54,626","58,781","2,630"
13045,"43,715","48,961","55,390","28,939"
13051,"88,438","99,051","106,386",155
13052,"47,994","53,753","56,858","1,677"
13053,"61,020","68,342","67,925","4,239"
13054,"52,631","58,947","61,232","1,558"
13057,"52,353","58,635","63,145","14,986"
13060,"65,452","73,307","69,366","2,913"
13061,"54,998","61,598","66,073","1,069"
13062,"64,375","72,100","90,094",181
13063,"77,096","86,348","91,816","1,887"
13064,"45,500","50,960","51,666",106
13066,"80,707","90,391","112,210","12,290"
13068,"57,048","63,894","67,332","5,463"
13069,"41,522","46,505","53,928","25,186"
13071,"54,130","60,626","63,455","1,048"
13072,"47,520","53,223","56,156","1,158"
13073,"56,656","63,455","69,793","6,322"
13074,"40,712","45,598","49,144","4,704"
13076,"56,596","63,388","65,285","2,148"
13077,"56,566","63,354","65,710","6,786"
13078,"81,789","91,604","105,197","8,291"
13080,"61,588","68,979","65,991","3,687"
13081,"54,130","60,626","63,455","1,101"
13082,"57,000","63,840","68,579","4,931"
13083,"31,286","35,041","41,268","1,273"
13084,"65,525","73,388","73,562","4,338"
13087,"50,448","56,502","63,697",145
13088,"50,364","56,408","59,696","21,965"
13090,"67,537","75,642","77,124","30,795"
13092,"54,162","60,661","64,360","2,553"
13101,"50,954","57,068","61,850","2,457"
13102,"54,483","61,021","60,680",98
13103,"51,488","57,667","58,677",325
13104,"85,107","95,320","111,193","14,502"
13108,"62,228","69,696","74,339","6,133"
13110,"63,869","71,533","73,672","2,413"
13111,"45,146","50,563","51,816","1,738"
13112,"67,888","76,035","78,236","1,951"
13113,"52,324","58,603","61,656",322
13114,"49,305","55,221","58,220","6,487"
13115,"63,611","71,244","88,824",249
13116,"65,356","73,199","66,750","3,351"
13117,"53,255","59,646","59,620",235
13118,"54,913","61,502","64,139","6,646"
13120,"31,029","34,753","34,600","1,962"
13122,"73,236","82,024","98,671",994
13123,"52,761","59,092","59,594",339
13124,"47,591","53,302","58,419",135
13126,"46,877","52,503","58,351","36,649"
13131,"47,507","53,208","56,397","4,001"
13132,"52,344","58,626","62,622","4,313"
13134,"52,194","58,457","62,184",118
13135,"52,952","59,307","66,008","6,507"
13136,"47,591","53,302","58,419",529
13138,"88,438","99,051","106,386",44
13140,"46,281","51,835","55,092","4,652"
13141,"55,740","62,429","71,462",680
13142,"43,950","49,224","56,712","6,553"
13143,"42,890","48,037","52,667","3,315"
13144,"16,585","18,575","18,921",541
13145,"44,201","49,505","58,535","1,857"
13146,"46,399","51,967","54,039","2,601"
13147,"59,678","66,840","70,972","1,194"
13148,"47,508","53,209","57,773","10,808"
13152,"75,256","84,286","113,555","8,068"
13153,"65,197","73,021","90,450",359
13155,"47,591","53,302","58,419",613
