,Datetime,Zone,actual,pred
3155,2015-06-24 09:00:00,Kew Gardens Hills,4.0,5.022167700000001
3156,2015-06-24 09:00:00,Kips Bay,75.0,51.48815
3157,2015-06-24 09:00:00,LaGuardia Airport,107.0,71.561104
3158,2015-06-24 09:00:00,Little Italy,49.0,45.28838
3159,2015-06-24 09:00:00,Long Island City,36.0,25.7818314
3160,2015-06-24 09:00:00,Lower East Side,60.0,45.415259999999996
3161,2015-06-24 09:00:00,Marine Park,2.0,2.714988
3162,2015-06-24 09:00:00,Maspeth,7.0,5.0862956
3163,2015-06-24 09:00:00,Middle Village,4.0,3.6368449999999997
3164,2015-06-24 09:00:00,Midtown,468.0,327.072155
3165,2015-06-24 09:00:00,Midwood,8.0,9.26258
3166,2015-06-24 09:00:00,Morningside Heights,13.0,13.217545000000001
3167,2015-06-24 09:00:00,Murray Hill,80.0,69.547775
3168,2015-06-24 09:00:00,Navy Yard,3.0,1.9866058999999998
3169,2015-06-24 09:00:00,North Riverdale,6.0,5.098536
3170,2015-06-24 09:00:00,Park Slope,52.0,51.43293
3171,2015-06-24 09:00:00,Port Morris,6.0,2.1895838
3172,2015-06-24 09:00:00,Prospect Heights,18.0,14.043432000000001
3173,2015-06-24 09:00:00,Prospect-Lefferts Gardens,15.0,10.917019
3174,2015-06-24 09:00:00,Red Hook,5.0,2.7598226
3175,2015-06-24 09:00:00,Rego Park,9.0,5.317919
3176,2015-06-24 09:00:00,Richmond Hill,7.0,4.368702
3177,2015-06-24 09:00:00,Ridgewood,5.0,5.968764
3178,2015-06-24 09:00:00,Sheepshead Bay,8.0,8.859763000000001
3179,2015-06-24 09:00:00,SoHo,76.0,80.79699600000001
3180,2015-06-24 09:00:00,South Ozone Park,7.0,3.3454976000000003
3181,2015-06-24 09:00:00,Spuyten Duyvil,8.0,6.860133
3182,2015-06-24 09:00:00,Stuyvesant Town,59.0,45.47831
3183,2015-06-24 09:00:00,Sunnyside,29.0,17.605572
3184,2015-06-24 09:00:00,Sunset Park,18.0,10.981278800000002
3185,2015-06-24 09:00:00,Theater District,78.0,48.658840000000005
3186,2015-06-24 09:00:00,Two Bridges,29.0,21.915829000000002
3187,2015-06-24 09:00:00,Upper East Side,575.0,447.451012
3188,2015-06-24 09:00:00,Upper West Side,348.0,330.575232
3189,2015-06-24 09:00:00,Vinegar Hill,22.0,14.776425
3190,2015-06-24 09:00:00,Washington Heights,36.0,28.356961000000002
3191,2015-06-24 09:00:00,West Village,163.0,163.571246
3192,2015-06-24 09:00:00,Williamsburg,123.0,116.015701
3193,2015-06-24 09:00:00,Windsor Terrace,7.0,8.084543
3194,2015-06-24 09:00:00,Woodhaven,3.0,3.201045
3195,2015-06-24 09:00:00,Woodside,11.0,5.083814
3196,2015-06-24 10:00:00,Astoria,27.0,22.4788466
3197,2015-06-24 10:00:00,Battery Park City,33.0,27.327532
3198,2015-06-24 10:00:00,Bay Ridge,15.0,9.665371
3199,2015-06-24 10:00:00,Bayside,3.0,1.5375277
3200,2015-06-24 10:00:00,Bedford-Stuyvesant,53.0,33.4984236
3201,2015-06-24 10:00:00,Belmont,4.0,1.8530971999999999
3202,2015-06-24 10:00:00,Bensonhurst,3.0,2.1841211
3203,2015-06-24 10:00:00,Boerum Hill,22.0,18.395407000000002
3204,2015-06-24 10:00:00,Borough Park,11.0,5.928673000000001
3205,2015-06-24 10:00:00,Brooklyn Heights,17.0,20.270267
3206,2015-06-24 10:00:00,Brownsville,4.0,1.8474506999999998
3207,2015-06-24 10:00:00,Bushwick,42.0,29.0565645
3208,2015-06-24 10:00:00,Canarsie,6.0,4.538730999999999
3209,2015-06-24 10:00:00,Carroll Gardens,15.0,9.719219
3210,2015-06-24 10:00:00,Central Park,9.0,11.939115
3211,2015-06-24 10:00:00,Chelsea,145.0,116.423748
3212,2015-06-24 10:00:00,Chinatown,7.0,7.1121993
3213,2015-06-24 10:00:00,Civic Center,117.0,89.32777
3214,2015-06-24 10:00:00,Clinton Hill,179.0,127.15664300000002
3215,2015-06-24 10:00:00,Cobble Hill,9.0,7.326905
3216,2015-06-24 10:00:00,Columbia St,7.0,2.768666
3217,2015-06-24 10:00:00,Concourse,4.0,1.9268657
3218,2015-06-24 10:00:00,Corona,1.0,2.7842474
3219,2015-06-24 10:00:00,Crown Heights,39.0,26.241196000000002
3220,2015-06-24 10:00:00,Ditmars Steinway,10.0,10.253919
3221,2015-06-24 10:00:00,Downtown Brooklyn,23.0,16.758648
3222,2015-06-24 10:00:00,Dyker Heights,1.0,2.2465796
3223,2015-06-24 10:00:00,East Elmhurst,11.0,4.864185
3224,2015-06-24 10:00:00,East Flatbush,11.0,9.0924684
3225,2015-06-24 10:00:00,East Harlem,35.0,23.703113
3226,2015-06-24 10:00:00,East New York,1.0,2.9585955000000004
3227,2015-06-24 10:00:00,East Village,149.0,119.685932
3228,2015-06-24 10:00:00,Elmhurst,13.0,6.2583394
3229,2015-06-24 10:00:00,Financial District,72.0,54.705642999999995
3230,2015-06-24 10:00:00,Flatbush,7.0,11.949618
3231,2015-06-24 10:00:00,Flatiron District,67.0,48.681090000000005
3232,2015-06-24 10:00:00,Flatlands,1.0,4.0253463
3233,2015-06-24 10:00:00,Flushing,13.0,7.8641504
3234,2015-06-24 10:00:00,Forest Hills,10.0,12.229432000000001
3235,2015-06-24 10:00:00,Fort Greene,24.0,19.148878
3236,2015-06-24 10:00:00,Glendale,2.0,1.5922611999999998
3237,2015-06-24 10:00:00,Gowanus,8.0,5.3167504999999995
3238,2015-06-24 10:00:00,Gramercy,153.0,125.57483
3239,2015-06-24 10:00:00,Greenpoint,45.0,37.889396999999995
3240,2015-06-24 10:00:00,Greenwich Village,86.0,74.708281
3241,2015-06-24 10:00:00,Harlem,64.0,44.1760145
3242,2015-06-24 10:00:00,Inwood,3.0,3.2498353
3243,2015-06-24 10:00:00,Jackson Heights,12.0,9.834629
3244,2015-06-24 10:00:00,Jamaica,2.0,2.9342034
3245,2015-06-24 10:00:00,Jamaica Hills,5.0,3.8706300000000002
3246,2015-06-24 10:00:00,John F. Kennedy International Airport,22.0,20.25542
3247,2015-06-24 10:00:00,Kensington,4.0,4.2631164
3248,2015-06-24 10:00:00,Kew Gardens,4.0,3.1953343999999997
3249,2015-06-24 10:00:00,Kew Gardens Hills,3.0,3.9201612
3250,2015-06-24 10:00:00,Kips Bay,34.0,37.650414000000005
3251,2015-06-24 10:00:00,LaGuardia Airport,94.0,95.26149000000001
3252,2015-06-24 10:00:00,Little Italy,59.0,44.413002
3253,2015-06-24 10:00:00,Long Island City,18.0,23.8728313
3254,2015-06-24 10:00:00,Lower East Side,72.0,39.53822
3255,2015-06-24 10:00:00,Marine Park,4.0,2.3015423
3256,2015-06-24 10:00:00,Maspeth,2.0,4.441453500000001
3257,2015-06-24 10:00:00,Middle Village,4.0,2.224489
3258,2015-06-24 10:00:00,Midtown,480.0,302.65208500000006
3259,2015-06-24 10:00:00,Midwood,3.0,7.023347
3260,2015-06-24 10:00:00,Morningside Heights,12.0,12.521342
3261,2015-06-24 10:00:00,Murray Hill,83.0,54.413880000000006
3262,2015-06-24 10:00:00,Navy Yard,1.0,2.5981572
3263,2015-06-24 10:00:00,North Riverdale,7.0,4.416285500000001
3264,2015-06-24 10:00:00,Park Slope,50.0,42.169056
3265,2015-06-24 10:00:00,Port Morris,4.0,2.0623431
3266,2015-06-24 10:00:00,Prospect Heights,10.0,12.830642
3267,2015-06-24 10:00:00,Prospect-Lefferts Gardens,17.0,9.744659
3268,2015-06-24 10:00:00,Red Hook,8.0,3.2479937000000003
3269,2015-06-24 10:00:00,Rego Park,3.0,3.8893785000000003
3270,2015-06-24 10:00:00,Richmond Hill,2.0,3.1221645000000002
3271,2015-06-24 10:00:00,Ridgewood,6.0,5.262226999999999
3272,2015-06-24 10:00:00,Sheepshead Bay,6.0,6.7770095
3273,2015-06-24 10:00:00,SoHo,81.0,70.365295
3274,2015-06-24 10:00:00,South Ozone Park,4.0,2.6262097
3275,2015-06-24 10:00:00,Spuyten Duyvil,4.0,4.3559339999999995
3276,2015-06-24 10:00:00,Stuyvesant Town,39.0,30.350448999999998
3277,2015-06-24 10:00:00,Sunnyside,14.0,15.264180999999999
3278,2015-06-24 10:00:00,Sunset Park,20.0,10.3690708
3279,2015-06-24 10:00:00,Theater District,78.0,43.40822
3280,2015-06-24 10:00:00,Two Bridges,38.0,19.508983999999998
3281,2015-06-24 10:00:00,Upper East Side,424.0,324.5276
3282,2015-06-24 10:00:00,Upper West Side,328.0,242.35708699999998
3283,2015-06-24 10:00:00,Vinegar Hill,18.0,14.238902
3284,2015-06-24 10:00:00,Washington Heights,35.0,24.294568999999996
3285,2015-06-24 10:00:00,West Village,113.0,124.484894
3286,2015-06-24 10:00:00,Williamsburg,112.0,105.830367
3287,2015-06-24 10:00:00,Windsor Terrace,9.0,6.842428699999999
3288,2015-06-24 10:00:00,Woodhaven,3.0,2.6262147000000002
3289,2015-06-24 10:00:00,Woodside,5.0,4.237138
3290,2015-06-24 11:00:00,Astoria,25.0,18.5067415
3291,2015-06-24 11:00:00,Battery Park City,39.0,24.10797
3292,2015-06-24 11:00:00,Bay Ridge,9.0,7.434492
3293,2015-06-24 11:00:00,Bayside,4.0,1.2770901000000001
3294,2015-06-24 11:00:00,Bedford-Stuyvesant,52.0,29.490887999999998
3295,2015-06-24 11:00:00,Belmont,2.0,1.9969646
3296,2015-06-24 11:00:00,Bensonhurst,2.0,1.9217355999999999
3297,2015-06-24 11:00:00,Boerum Hill,9.0,14.615559
3298,2015-06-24 11:00:00,Borough Park,7.0,4.8220224
3299,2015-06-24 11:00:00,Brooklyn Heights,17.0,17.339075
3300,2015-06-24 11:00:00,Brownsville,3.0,1.6826341
3301,2015-06-24 11:00:00,Bushwick,32.0,26.645049
3302,2015-06-24 11:00:00,Canarsie,7.0,3.5318544000000003
3303,2015-06-24 11:00:00,Carroll Gardens,4.0,7.6418669999999995
3304,2015-06-24 11:00:00,Central Park,8.0,9.841289999999999
3305,2015-06-24 11:00:00,Chelsea,120.0,102.270205
3306,2015-06-24 11:00:00,Chinatown,6.0,7.1257399999999995
3307,2015-06-24 11:00:00,Civic Center,96.0,78.458206
3308,2015-06-24 11:00:00,Clinton Hill,113.0,95.328567
3309,2015-06-24 11:00:00,Cobble Hill,4.0,5.584361
3310,2015-06-24 11:00:00,Columbia St,0.0,2.0869849
3311,2015-06-24 11:00:00,Concourse,2.0,2.1883388
3312,2015-06-24 11:00:00,Corona,2.0,2.2464209
3313,2015-06-24 11:00:00,Crown Heights,22.0,24.656298
3314,2015-06-24 11:00:00,Ditmars Steinway,7.0,8.310714
3315,2015-06-24 11:00:00,Downtown Brooklyn,9.0,13.704884
3316,2015-06-24 11:00:00,Dyker Heights,6.0,2.0323884
3317,2015-06-24 11:00:00,East Elmhurst,5.0,4.177368
3318,2015-06-24 11:00:00,East Flatbush,7.0,7.340617699999999
3319,2015-06-24 11:00:00,East Harlem,33.0,20.231389999999998
3320,2015-06-24 11:00:00,East New York,3.0,2.8757758
3321,2015-06-24 11:00:00,East Village,88.0,89.184174
3322,2015-06-24 11:00:00,Elmhurst,5.0,5.6138957
3323,2015-06-24 11:00:00,Financial District,66.0,53.251526399999996
3324,2015-06-24 11:00:00,Flatbush,12.0,10.5383
3325,2015-06-24 11:00:00,Flatiron District,38.0,35.576283000000004
3326,2015-06-24 11:00:00,Flatlands,2.0,3.1699014
3327,2015-06-24 11:00:00,Flushing,11.0,7.1237516
3328,2015-06-24 11:00:00,Forest Hills,11.0,8.956938000000001
3329,2015-06-24 11:00:00,Fort Greene,26.0,14.927971
3330,2015-06-24 11:00:00,Glendale,7.0,1.4225729
3331,2015-06-24 11:00:00,Gowanus,7.0,4.640243
3332,2015-06-24 11:00:00,Gramercy,122.0,112.78672
3333,2015-06-24 11:00:00,Greenpoint,38.0,29.534547999999997
3334,2015-06-24 11:00:00,Greenwich Village,80.0,63.353813
3335,2015-06-24 11:00:00,Harlem,36.0,35.6095516
3336,2015-06-24 11:00:00,Inwood,6.0,2.4834182
3337,2015-06-24 11:00:00,Jackson Heights,10.0,7.6815453
3338,2015-06-24 11:00:00,Jamaica,2.0,3.2767797
3339,2015-06-24 11:00:00,Jamaica Hills,4.0,3.3061367999999995
3340,2015-06-24 11:00:00,John F. Kennedy International Airport,22.0,25.432217
3341,2015-06-24 11:00:00,Kensington,2.0,3.0342805
3342,2015-06-24 11:00:00,Kew Gardens,3.0,2.4783554
3343,2015-06-24 11:00:00,Kew Gardens Hills,7.0,3.032849
3344,2015-06-24 11:00:00,Kips Bay,27.0,24.145641
3345,2015-06-24 11:00:00,LaGuardia Airport,115.0,92.86869
3346,2015-06-24 11:00:00,Little Italy,41.0,43.780666
3347,2015-06-24 11:00:00,Long Island City,27.0,19.820390000000003
3348,2015-06-24 11:00:00,Lower East Side,40.0,33.07046
3349,2015-06-24 11:00:00,Marine Park,2.0,2.1951697
3350,2015-06-24 11:00:00,Maspeth,7.0,3.4240918
3351,2015-06-24 11:00:00,Middle Village,2.0,1.6567769
3352,2015-06-24 11:00:00,Midtown,444.0,293.37062199999997
3353,2015-06-24 11:00:00,Midwood,3.0,5.2754254000000005
3354,2015-06-24 11:00:00,Morningside Heights,10.0,11.165498
3355,2015-06-24 11:00:00,Murray Hill,64.0,46.788754
3356,2015-06-24 11:00:00,Navy Yard,8.0,3.0580203999999997
3357,2015-06-24 11:00:00,North Riverdale,3.0,4.4267597
3358,2015-06-24 11:00:00,Park Slope,41.0,32.777664
3359,2015-06-24 11:00:00,Port Morris,3.0,2.0414577
3360,2015-06-24 11:00:00,Prospect Heights,12.0,9.892097999999999
3361,2015-06-24 11:00:00,Prospect-Lefferts Gardens,6.0,8.885710000000001
3362,2015-06-24 11:00:00,Red Hook,5.0,3.3225696000000005
3363,2015-06-24 11:00:00,Rego Park,4.0,3.3178403
3364,2015-06-24 11:00:00,Richmond Hill,6.0,2.4179204
3365,2015-06-24 11:00:00,Ridgewood,4.0,4.7717085
3366,2015-06-24 11:00:00,Sheepshead Bay,6.0,4.940842
3367,2015-06-24 11:00:00,SoHo,83.0,65.35594
3368,2015-06-24 11:00:00,South Ozone Park,4.0,2.4956584
3369,2015-06-24 11:00:00,Spuyten Duyvil,6.0,3.309365
3370,2015-06-24 11:00:00,Stuyvesant Town,22.0,17.997826
3371,2015-06-24 11:00:00,Sunnyside,19.0,12.965036
3372,2015-06-24 11:00:00,Sunset Park,11.0,9.2649975
3373,2015-06-24 11:00:00,Theater District,66.0,40.265106
3374,2015-06-24 11:00:00,Two Bridges,25.0,16.62135
3375,2015-06-24 11:00:00,Upper East Side,314.0,237.303009
3376,2015-06-24 11:00:00,Upper West Side,211.0,170.162401
3377,2015-06-24 11:00:00,Vinegar Hill,13.0,12.80112
3378,2015-06-24 11:00:00,Washington Heights,21.0,21.013451
3379,2015-06-24 11:00:00,West Village,77.0,93.81657000000001
3380,2015-06-24 11:00:00,Williamsburg,95.0,94.244883
3381,2015-06-24 11:00:00,Windsor Terrace,5.0,4.659283
3382,2015-06-24 11:00:00,Woodhaven,1.0,2.0238438000000003
3383,2015-06-24 11:00:00,Woodside,3.0,3.4601896
3384,2015-06-24 12:00:00,Astoria,26.0,17.688069
3385,2015-06-24 12:00:00,Battery Park City,36.0,26.699995
3386,2015-06-24 12:00:00,Bay Ridge,11.0,7.0911355
3387,2015-06-24 12:00:00,Bayside,1.0,1.2369012
3388,2015-06-24 12:00:00,Bedford-Stuyvesant,39.0,27.23518
3389,2015-06-24 12:00:00,Belmont,2.0,2.1657745999999998
3390,2015-06-24 12:00:00,Bensonhurst,6.0,2.0139854
3391,2015-06-24 12:00:00,Boerum Hill,17.0,12.7891445
3392,2015-06-24 12:00:00,Borough Park,12.0,5.1389804
3393,2015-06-24 12:00:00,Brooklyn Heights,14.0,16.173634
3394,2015-06-24 12:00:00,Brownsville,2.0,1.8587533
3395,2015-06-24 12:00:00,Bushwick,33.0,24.739269
3396,2015-06-24 12:00:00,Canarsie,4.0,3.2841966
3397,2015-06-24 12:00:00,Carroll Gardens,6.0,6.69897
3398,2015-06-24 12:00:00,Central Park,10.0,10.748055
3399,2015-06-24 12:00:00,Chelsea,118.0,110.45285799999999
3400,2015-06-24 12:00:00,Chinatown,11.0,7.131785000000001
3401,2015-06-24 12:00:00,Civic Center,88.0,78.22267
3402,2015-06-24 12:00:00,Clinton Hill,124.0,83.229614
3403,2015-06-24 12:00:00,Cobble Hill,6.0,4.8148203
3404,2015-06-24 12:00:00,Columbia St,4.0,1.8128397
3405,2015-06-24 12:00:00,Concourse,1.0,2.7776837000000003
3406,2015-06-24 12:00:00,Corona,3.0,2.0099297
3407,2015-06-24 12:00:00,Crown Heights,27.0,24.2371218
3408,2015-06-24 12:00:00,Ditmars Steinway,7.0,7.823149000000001
3409,2015-06-24 12:00:00,Downtown Brooklyn,13.0,13.258888
3410,2015-06-24 12:00:00,Dyker Heights,2.0,2.1491804
3411,2015-06-24 12:00:00,East Elmhurst,7.0,4.6042447
3412,2015-06-24 12:00:00,East Flatbush,2.0,6.8600279
3413,2015-06-24 12:00:00,East Harlem,25.0,20.619841
3414,2015-06-24 12:00:00,East New York,3.0,3.3245668
3415,2015-06-24 12:00:00,East Village,90.0,73.39171599999999
3416,2015-06-24 12:00:00,Elmhurst,8.0,5.8955649
3417,2015-06-24 12:00:00,Financial District,77.0,57.896266
3418,2015-06-24 12:00:00,Flatbush,9.0,10.049159
3419,2015-06-24 12:00:00,Flatiron District,42.0,35.075103999999996
3420,2015-06-24 12:00:00,Flatlands,4.0,3.1854432
3421,2015-06-24 12:00:00,Flushing,11.0,7.794919799999999
3422,2015-06-24 12:00:00,Forest Hills,12.0,8.3719
3423,2015-06-24 12:00:00,Fort Greene,19.0,13.082319
3424,2015-06-24 12:00:00,Glendale,0.0,1.6652977
3425,2015-06-24 12:00:00,Gowanus,9.0,4.804354
3426,2015-06-24 12:00:00,Gramercy,144.0,112.911764
3427,2015-06-24 12:00:00,Greenpoint,37.0,24.046795
3428,2015-06-24 12:00:00,Greenwich Village,73.0,65.243658
3429,2015-06-24 12:00:00,Harlem,40.0,33.2655211
3430,2015-06-24 12:00:00,Inwood,4.0,2.5685031000000005
3431,2015-06-24 12:00:00,Jackson Heights,20.0,8.692283
3432,2015-06-24 12:00:00,Jamaica,8.0,3.4805224000000003
3433,2015-06-24 12:00:00,Jamaica Hills,2.0,2.9845872000000004
3434,2015-06-24 12:00:00,John F. Kennedy International Airport,27.0,37.880672
3435,2015-06-24 12:00:00,Kensington,4.0,2.5643802000000004
3436,2015-06-24 12:00:00,Kew Gardens,8.0,2.3798208
3437,2015-06-24 12:00:00,Kew Gardens Hills,5.0,2.8735583
3438,2015-06-24 12:00:00,Kips Bay,17.0,18.761127
3439,2015-06-24 12:00:00,LaGuardia Airport,101.0,85.73776
3440,2015-06-24 12:00:00,Little Italy,54.0,46.1365
3441,2015-06-24 12:00:00,Long Island City,25.0,20.4497334
3442,2015-06-24 12:00:00,Lower East Side,41.0,32.43142
3443,2015-06-24 12:00:00,Marine Park,6.0,2.3637599999999996
3444,2015-06-24 12:00:00,Maspeth,3.0,3.0034864
3445,2015-06-24 12:00:00,Middle Village,1.0,1.7962193
3446,2015-06-24 12:00:00,Midtown,551.0,322.602088
3447,2015-06-24 12:00:00,Midwood,9.0,5.5053735
3448,2015-06-24 12:00:00,Morningside Heights,16.0,12.805442
3449,2015-06-24 12:00:00,Murray Hill,66.0,49.680595000000004
3450,2015-06-24 12:00:00,Navy Yard,5.0,3.0877689999999998
3451,2015-06-24 12:00:00,North Riverdale,7.0,5.342965
3452,2015-06-24 12:00:00,Park Slope,35.0,29.046985999999997
3453,2015-06-24 12:00:00,Port Morris,1.0,2.3316488
3454,2015-06-24 12:00:00,Prospect Heights,9.0,9.123987
3455,2015-06-24 12:00:00,Prospect-Lefferts Gardens,7.0,8.618464999999999
3456,2015-06-24 12:00:00,Red Hook,9.0,4.130542
3457,2015-06-24 12:00:00,Rego Park,2.0,3.4068456
3458,2015-06-24 12:00:00,Richmond Hill,5.0,2.4691126
3459,2015-06-24 12:00:00,Ridgewood,3.0,4.582161
3460,2015-06-24 12:00:00,Sheepshead Bay,4.0,4.686206299999999
3461,2015-06-24 12:00:00,SoHo,107.0,72.891902
3462,2015-06-24 12:00:00,South Ozone Park,3.0,2.766867
3463,2015-06-24 12:00:00,Spuyten Duyvil,3.0,3.5062519999999995
3464,2015-06-24 12:00:00,Stuyvesant Town,12.0,12.24467
3465,2015-06-24 12:00:00,Sunnyside,16.0,11.937652
3466,2015-06-24 12:00:00,Sunset Park,9.0,9.1959823
3467,2015-06-24 12:00:00,Theater District,85.0,45.617184
3468,2015-06-24 12:00:00,Two Bridges,16.0,14.931216000000001
3469,2015-06-24 12:00:00,Upper East Side,307.0,228.617636
3470,2015-06-24 12:00:00,Upper West Side,208.0,157.74278099999998
3471,2015-06-24 12:00:00,Vinegar Hill,15.0,11.606547
3472,2015-06-24 12:00:00,Washington Heights,23.0,20.188322
3473,2015-06-24 12:00:00,West Village,100.0,88.66382999999999
3474,2015-06-24 12:00:00,Williamsburg,77.0,83.00309899999999
3475,2015-06-24 12:00:00,Windsor Terrace,6.0,3.7738578
3476,2015-06-24 12:00:00,Woodhaven,2.0,1.9232881999999998
3477,2015-06-24 12:00:00,Woodside,4.0,3.4599330000000004
3478,2015-06-24 13:00:00,Astoria,19.0,18.7142953
3479,2015-06-24 13:00:00,Battery Park City,42.0,27.826088000000002
3480,2015-06-24 13:00:00,Bay Ridge,9.0,7.1320763
3481,2015-06-24 13:00:00,Bayside,2.0,1.4491408000000001
3482,2015-06-24 13:00:00,Bedford-Stuyvesant,34.0,26.907369
3483,2015-06-24 13:00:00,Belmont,3.0,2.4016610000000003
3484,2015-06-24 13:00:00,Bensonhurst,5.0,1.9594644
3485,2015-06-24 13:00:00,Boerum Hill,15.0,12.940603
3486,2015-06-24 13:00:00,Borough Park,11.0,5.277655
3487,2015-06-24 13:00:00,Brooklyn Heights,20.0,16.138607
3488,2015-06-24 13:00:00,Brownsville,4.0,1.9367566999999999
3489,2015-06-24 13:00:00,Bushwick,39.0,24.298189
3490,2015-06-24 13:00:00,Canarsie,3.0,3.3751337999999995
3491,2015-06-24 13:00:00,Carroll Gardens,7.0,6.728871300000001
3492,2015-06-24 13:00:00,Central Park,15.0,12.452769
3493,2015-06-24 13:00:00,Chelsea,113.0,126.24973
3494,2015-06-24 13:00:00,Chinatown,10.0,8.216365
3495,2015-06-24 13:00:00,Civic Center,87.0,82.528625
3496,2015-06-24 13:00:00,Clinton Hill,94.0,84.893945
3497,2015-06-24 13:00:00,Cobble Hill,6.0,4.598032
3498,2015-06-24 13:00:00,Columbia St,6.0,1.6466707999999999
3499,2015-06-24 13:00:00,Concourse,3.0,3.313346
3500,2015-06-24 13:00:00,Corona,0.0,1.7858444
3501,2015-06-24 13:00:00,Crown Heights,28.0,24.0019147
3502,2015-06-24 13:00:00,Ditmars Steinway,7.0,7.7325363
3503,2015-06-24 13:00:00,Downtown Brooklyn,11.0,12.938125
3504,2015-06-24 13:00:00,Dyker Heights,5.0,2.4533725
3505,2015-06-24 13:00:00,East Elmhurst,4.0,4.244365
3506,2015-06-24 13:00:00,East Flatbush,11.0,7.276142699999999
3507,2015-06-24 13:00:00,East Harlem,36.0,21.813672
3508,2015-06-24 13:00:00,East New York,4.0,3.6754746
3509,2015-06-24 13:00:00,East Village,75.0,75.08111600000001
3510,2015-06-24 13:00:00,Elmhurst,11.0,6.0707699
3511,2015-06-24 13:00:00,Financial District,90.0,67.889918
3512,2015-06-24 13:00:00,Flatbush,16.0,9.897316
3513,2015-06-24 13:00:00,Flatiron District,41.0,38.776814
3514,2015-06-24 13:00:00,Flatlands,9.0,3.6091879999999996
3515,2015-06-24 13:00:00,Flushing,9.0,8.4001157
3516,2015-06-24 13:00:00,Forest Hills,12.0,8.905869000000001
3517,2015-06-24 13:00:00,Fort Greene,15.0,13.038458
3518,2015-06-24 13:00:00,Glendale,2.0,1.7876933000000002
3519,2015-06-24 13:00:00,Gowanus,5.0,5.2257276
3520,2015-06-24 13:00:00,Gramercy,121.0,137.86769199999998
3521,2015-06-24 13:00:00,Greenpoint,22.0,22.002874
3522,2015-06-24 13:00:00,Greenwich Village,68.0,77.276855
3523,2015-06-24 13:00:00,Harlem,39.0,32.5767902
3524,2015-06-24 13:00:00,Inwood,9.0,2.6296194
3525,2015-06-24 13:00:00,Jackson Heights,9.0,8.326417
3526,2015-06-24 13:00:00,Jamaica,5.0,4.116008
3527,2015-06-24 13:00:00,Jamaica Hills,0.0,2.9531941
3528,2015-06-24 13:00:00,John F. Kennedy International Airport,72.0,57.565422
3529,2015-06-24 13:00:00,Kensington,4.0,2.0171301
3530,2015-06-24 13:00:00,Kew Gardens,2.0,2.4355567000000002
3531,2015-06-24 13:00:00,Kew Gardens Hills,1.0,3.1201527000000002
3532,2015-06-24 13:00:00,Kips Bay,18.0,19.906693
3533,2015-06-24 13:00:00,LaGuardia Airport,91.0,87.957924
3534,2015-06-24 13:00:00,Little Italy,51.0,52.626006999999994
3535,2015-06-24 13:00:00,Long Island City,27.0,21.265346
3536,2015-06-24 13:00:00,Lower East Side,42.0,33.45227
3537,2015-06-24 13:00:00,Marine Park,3.0,2.4748639999999997
3538,2015-06-24 13:00:00,Maspeth,2.0,2.9673722000000002
3539,2015-06-24 13:00:00,Middle Village,3.0,1.8004494999999998
3540,2015-06-24 13:00:00,Midtown,519.0,372.56469899999996
3541,2015-06-24 13:00:00,Midwood,2.0,5.7207956
3542,2015-06-24 13:00:00,Morningside Heights,18.0,12.80711
3543,2015-06-24 13:00:00,Murray Hill,74.0,58.25127
3544,2015-06-24 13:00:00,Navy Yard,6.0,3.8984419999999997
3545,2015-06-24 13:00:00,North Riverdale,2.0,7.1427326
3546,2015-06-24 13:00:00,Park Slope,28.0,28.142649
3547,2015-06-24 13:00:00,Port Morris,1.0,2.6204544999999997
3548,2015-06-24 13:00:00,Prospect Heights,7.0,8.563332
3549,2015-06-24 13:00:00,Prospect-Lefferts Gardens,8.0,8.045384
3550,2015-06-24 13:00:00,Red Hook,5.0,4.6923356
3551,2015-06-24 13:00:00,Rego Park,6.0,3.1441054
3552,2015-06-24 13:00:00,Richmond Hill,6.0,2.3383055
3553,2015-06-24 13:00:00,Ridgewood,6.0,4.462119
3554,2015-06-24 13:00:00,Sheepshead Bay,5.0,4.437574
3555,2015-06-24 13:00:00,SoHo,81.0,83.19581399999998
3556,2015-06-24 13:00:00,South Ozone Park,0.0,2.7983305
3557,2015-06-24 13:00:00,Spuyten Duyvil,8.0,3.4087758000000004
3558,2015-06-24 13:00:00,Stuyvesant Town,18.0,11.469911
3559,2015-06-24 13:00:00,Sunnyside,17.0,11.789286
3560,2015-06-24 13:00:00,Sunset Park,16.0,9.598773999999999
3561,2015-06-24 13:00:00,Theater District,66.0,52.790916
3562,2015-06-24 13:00:00,Two Bridges,15.0,15.371607999999998
3563,2015-06-24 13:00:00,Upper East Side,318.0,239.48748799999998
3564,2015-06-24 13:00:00,Upper West Side,180.0,154.0538988
3565,2015-06-24 13:00:00,Vinegar Hill,17.0,12.431227999999999
3566,2015-06-24 13:00:00,Washington Heights,27.0,20.163869
3567,2015-06-24 13:00:00,West Village,106.0,91.315736
3568,2015-06-24 13:00:00,Williamsburg,89.0,81.87438700000001
3569,2015-06-24 13:00:00,Windsor Terrace,5.0,3.6425288
3570,2015-06-24 13:00:00,Woodhaven,3.0,1.9427055
3571,2015-06-24 13:00:00,Woodside,4.0,3.4813523
3572,2015-06-24 14:00:00,Astoria,17.0,20.2783865
3573,2015-06-24 14:00:00,Battery Park City,51.0,33.693657
